rainfall,crop,soil_type,season,pesticide,success_rate
260,rice,black,summer,Chlorpyrifos,90
304,rice,red,winter,Mancozeb,48
461,wheat,red,winter,Carbendazim,62
245,rice,red,summer,Imidacloprid,80
108,wheat,red,rainy,Chlorpyrifos,75
177,wheat,red,rainy,Glyphosate,70
240,wheat,black,summer,Mancozeb,93
407,wheat,red,rainy,Imidacloprid,50
482,wheat,black,winter,Glyphosate,75
418,wheat,black,winter,Copper Sulfate,73
59,rice,red,rainy,Deltamethrin,75
333,rice,black,rainy,Deltamethrin,90
95,rice,red,rainy,Copper Sulfate,58
487,rice,red,rainy,Carbendazim,62
112,rice,red,winter,Deltamethrin,85
362,wheat,black,winter,Chlorpyrifos,80
67,wheat,red,rainy,Mancozeb,48
171,wheat,black,rainy,Chlorpyrifos,90
280,rice,black,winter,Imidacloprid,95
480,wheat,red,winter,Carbendazim,62
153,rice,red,winter,Imidacloprid,80
418,rice,black,winter,Chlorpyrifos,60
304,wheat,black,rainy,Mancozeb,63
118,rice,black,winter,Chlorpyrifos,90
68,wheat,black,rainy,Deltamethrin,70
449,rice,red,rainy,Mancozeb,68
438,wheat,red,summer,Glyphosate,40
357,wheat,black,summer,Imidacloprid,65
437,rice,black,winter,Chlorpyrifos,60
219,wheat,black,winter,Mancozeb,100
233,wheat,black,summer,Imidacloprid,95
429,rice,red,summer,Deltamethrin,55
463,rice,black,summer,Glyphosate,55
275,wheat,red,winter,Carbendazim,92
403,rice,black,winter,Glyphosate,55
114,rice,black,rainy,Copper Sulfate,100
247,wheat,black,summer,Carbendazim,87
290,rice,black,rainy,Carbendazim,100
75,wheat,black,summer,Deltamethrin,70
220,wheat,black,rainy,Chlorpyrifos,90
278,rice,black,winter,Carbendazim,87
56,wheat,black,summer,Carbendazim,57
341,wheat,black,winter,Mancozeb,83
443,rice,red,winter,Imidacloprid,50
377,wheat,black,winter,Carbendazim,77
318,rice,red,summer,Deltamethrin,55
352,rice,black,winter,Mancozeb,63
317,wheat,red,winter,Carbendazim,62
163,wheat,black,winter,Imidacloprid,100
151,rice,red,summer,Carbendazim,72
437,rice,red,winter,Imidacloprid,50
357,wheat,black,winter,Mancozeb,83
269,rice,black,rainy,Glyphosate,100
141,wheat,black,rainy,Copper Sulfate,83
220,wheat,red,winter,Imidacloprid,100
259,rice,red,winter,Glyphosate,70
351,rice,red,summer,Copper Sulfate,38
426,rice,red,summer,Copper Sulfate,38
464,rice,black,rainy,Deltamethrin,90
477,rice,black,summer,Mancozeb,63
183,wheat,red,summer,Mancozeb,78
175,wheat,black,rainy,Carbendazim,87
204,wheat,black,winter,Mancozeb,100
168,wheat,red,rainy,Deltamethrin,85
219,rice,black,rainy,Imidacloprid,100
239,rice,black,summer,Mancozeb,93
233,wheat,black,winter,Mancozeb,100
469,wheat,red,rainy,Chlorpyrifos,45
281,wheat,black,rainy,Glyphosate,85
120,rice,black,rainy,Mancozeb,100
451,wheat,black,rainy,Carbendazim,57
422,wheat,black,winter,Glyphosate,75
457,rice,black,rainy,Chlorpyrifos,80
70,wheat,red,summer,Chlorpyrifos,45
119,wheat,red,winter,Deltamethrin,100
209,rice,red,winter,Chlorpyrifos,75
396,rice,red,summer,Glyphosate,40
281,wheat,red,rainy,Copper Sulfate,68
192,rice,black,rainy,Copper Sulfate,100
331,wheat,black,rainy,Copper Sulfate,53
308,wheat,black,winter,Imidacloprid,85
177,rice,red,summer,Deltamethrin,85
404,rice,red,winter,Chlorpyrifos,45
409,wheat,red,rainy,Carbendazim,42
84,rice,black,summer,Imidacloprid,65
226,wheat,red,winter,Deltamethrin,100
150,rice,black,winter,Mancozeb,93
192,wheat,red,winter,Mancozeb,98
305,rice,black,winter,Deltamethrin,70
185,wheat,black,rainy,Imidacloprid,95
390,wheat,red,rainy,Chlorpyrifos,45
369,wheat,black,summer,Chlorpyrifos,60
276,rice,black,summer,Carbendazim,87
499,rice,black,rainy,Glyphosate,75
190,rice,red,summer,Deltamethrin,85
301,wheat,black,summer,Imidacloprid,65
426,wheat,black,winter,Chlorpyrifos,80
363,rice,red,rainy,Mancozeb,68
492,rice,black,summer,Chlorpyrifos,60
414,rice,red,winter,Carbendazim,42
190,rice,red,winter,Glyphosate,70
299,wheat,red,rainy,Carbendazim,72
416,wheat,red,rainy,Imidacloprid,50
399,rice,red,winter,Carbendazim,42
472,rice,black,winter,Imidacloprid,65
371,rice,black,rainy,Imidacloprid,85
226,rice,black,winter,Deltamethrin,100
205,rice,black,winter,Mancozeb,93
476,rice,black,rainy,Copper Sulfate,73
253,rice,black,summer,Copper Sulfate,83
88,wheat,black,rainy,Deltamethrin,70
278,rice,red,rainy,Imidacloprid,100
491,rice,black,rainy,Chlorpyrifos,80
187,rice,black,rainy,Copper Sulfate,100
66,rice,black,summer,Glyphosate,55
251,rice,red,rainy,Copper Sulfate,88
358,wheat,black,summer,Glyphosate,55
389,wheat,black,rainy,Mancozeb,63
343,wheat,red,summer,Glyphosate,40
337,rice,black,rainy,Deltamethrin,90
110,rice,black,summer,Glyphosate,85
412,wheat,black,summer,Chlorpyrifos,60
390,wheat,black,rainy,Deltamethrin,70
142,rice,black,winter,Deltamethrin,100
173,rice,black,summer,Copper Sulfate,83
123,rice,black,winter,Chlorpyrifos,90
142,rice,black,summer,Carbendazim,87
109,rice,black,winter,Chlorpyrifos,90
165,rice,red,winter,Carbendazim,72
383,rice,red,summer,Glyphosate,40
98,rice,red,rainy,Chlorpyrifos,65
255,rice,black,rainy,Copper Sulfate,100
460,rice,black,rainy,Chlorpyrifos,80
133,rice,red,rainy,Mancozeb,98
224,rice,red,winter,Imidacloprid,80
393,wheat,black,rainy,Chlorpyrifos,60
369,wheat,red,winter,Mancozeb,68
109,wheat,red,winter,Deltamethrin,100
274,wheat,black,summer,Deltamethrin,100
440,rice,black,winter,Glyphosate,55
318,wheat,black,rainy,Carbendazim,57
216,wheat,red,summer,Copper Sulfate,68
243,rice,red,rainy,Copper Sulfate,88
405,rice,red,rainy,Carbendazim,62
96,rice,black,summer,Mancozeb,63
200,wheat,black,rainy,Chlorpyrifos,90
270,wheat,red,rainy,Chlorpyrifos,75
332,rice,black,winter,Carbendazim,57
414,wheat,black,winter,Chlorpyrifos,80
350,rice,red,summer,Carbendazim,42
441,rice,black,rainy,Chlorpyrifos,80
439,wheat,red,summer,Carbendazim,42
199,wheat,red,rainy,Mancozeb,78
410,rice,black,summer,Imidacloprid,65
209,wheat,black,winter,Carbendazim,100
341,rice,red,winter,Imidacloprid,50
83,rice,red,rainy,Carbendazim,62
240,wheat,red,summer,Mancozeb,78
193,rice,black,rainy,Glyphosate,100
161,wheat,black,rainy,Copper Sulfate,83
393,rice,red,winter,Imidacloprid,50
451,rice,black,winter,Glyphosate,55
414,rice,black,winter,Carbendazim,57
252,rice,black,rainy,Imidacloprid,100
461,wheat,black,rainy,Mancozeb,63
453,rice,red,summer,Carbendazim,42
296,rice,black,rainy,Imidacloprid,100
491,wheat,black,winter,Copper Sulfate,73
377,rice,black,summer,Imidacloprid,65
435,rice,red,winter,Mancozeb,48
139,rice,black,winter,Glyphosate,85
208,wheat,red,rainy,Imidacloprid,80
415,wheat,black,summer,Chlorpyrifos,60
461,rice,red,winter,Glyphosate,40
485,rice,black,winter,Chlorpyrifos,60
56,rice,black,rainy,Copper Sulfate,73
154,wheat,red,winter,Copper Sulfate,88
65,rice,black,winter,Deltamethrin,70
409,wheat,red,rainy,Mancozeb,48
461,wheat,black,rainy,Imidacloprid,65
158,wheat,black,rainy,Copper Sulfate,83
317,wheat,red,summer,Carbendazim,42
327,wheat,black,summer,Mancozeb,63
342,rice,black,rainy,Chlorpyrifos,80
188,rice,red,summer,Chlorpyrifos,75
399,wheat,red,summer,Copper Sulfate,38
264,rice,black,winter,Mancozeb,93
263,wheat,black,rainy,Deltamethrin,100
64,rice,red,summer,Deltamethrin,55
62,rice,black,rainy,Deltamethrin,90
194,wheat,black,rainy,Carbendazim,87
224,rice,red,summer,Glyphosate,70
213,wheat,black,rainy,Carbendazim,87
390,rice,red,winter,Chlorpyrifos,45
145,wheat,red,summer,Carbendazim,72
239,rice,black,winter,Imidacloprid,95
72,rice,black,rainy,Copper Sulfate,73
375,wheat,red,summer,Carbendazim,42
147,wheat,black,rainy,Imidacloprid,95
79,rice,red,rainy,Mancozeb,68
212,wheat,black,rainy,Glyphosate,85
174,rice,red,rainy,Mancozeb,98
70,wheat,red,rainy,Glyphosate,40
54,rice,black,summer,Copper Sulfate,53
398,wheat,black,rainy,Copper Sulfate,53
234,wheat,black,rainy,Copper Sulfate,83
87,wheat,red,winter,Copper Sulfate,58
255,wheat,red,rainy,Carbendazim,72
276,wheat,red,winter,Glyphosate,90
442,rice,black,rainy,Copper Sulfate,73
485,wheat,red,summer,Copper Sulfate,38
104,wheat,black,summer,Chlorpyrifos,90
110,wheat,red,rainy,Imidacloprid,80
238,rice,red,winter,Carbendazim,72
133,wheat,black,summer,Glyphosate,85
430,wheat,black,summer,Mancozeb,63
446,rice,red,winter,Glyphosate,40
75,rice,red,winter,Glyphosate,40
361,rice,black,winter,Imidacloprid,65
233,wheat,black,winter,Glyphosate,100
123,rice,black,winter,Copper Sulfate,83
428,rice,red,summer,Mancozeb,48
122,rice,red,winter,Copper Sulfate,68
463,wheat,red,summer,Imidacloprid,50
356,wheat,red,rainy,Deltamethrin,55
70,rice,black,rainy,Copper Sulfate,73
198,wheat,red,rainy,Mancozeb,78
307,rice,black,rainy,Imidacloprid,85
247,wheat,black,winter,Deltamethrin,100
458,wheat,black,rainy,Copper Sulfate,53
234,rice,black,winter,Glyphosate,85
238,rice,black,winter,Mancozeb,93
357,wheat,red,summer,Imidacloprid,50
159,rice,black,rainy,Chlorpyrifos,100
426,rice,red,rainy,Imidacloprid,70
228,rice,black,summer,Deltamethrin,100
324,rice,red,summer,Mancozeb,48
496,rice,black,rainy,Mancozeb,83
481,rice,red,summer,Carbendazim,42
447,rice,red,winter,Copper Sulfate,38
226,rice,red,winter,Copper Sulfate,68
440,wheat,red,rainy,Chlorpyrifos,45
332,wheat,red,summer,Carbendazim,42
57,rice,red,winter,Mancozeb,48
406,rice,red,winter,Glyphosate,40
60,wheat,red,winter,Carbendazim,62
98,rice,black,summer,Copper Sulfate,53
242,wheat,black,summer,Glyphosate,85
150,wheat,black,summer,Chlorpyrifos,90
154,rice,red,rainy,Carbendazim,92
354,wheat,red,winter,Chlorpyrifos,65
457,rice,black,summer,Carbendazim,57
407,rice,red,rainy,Deltamethrin,75
264,wheat,black,winter,Glyphosate,100
413,wheat,red,summer,Copper Sulfate,38
348,wheat,black,summer,Carbendazim,57
365,wheat,red,rainy,Mancozeb,48
315,wheat,black,rainy,Carbendazim,57
476,wheat,black,rainy,Copper Sulfate,53
121,rice,red,rainy,Imidacloprid,100
441,rice,red,rainy,Mancozeb,68
119,wheat,black,summer,Copper Sulfate,83
163,rice,red,rainy,Deltamethrin,100
379,rice,black,winter,Chlorpyrifos,60
68,rice,red,winter,Mancozeb,48
389,rice,black,summer,Imidacloprid,65
494,wheat,red,rainy,Deltamethrin,55
334,rice,red,summer,Glyphosate,40
130,rice,black,summer,Carbendazim,87
372,wheat,black,winter,Deltamethrin,90
169,wheat,black,winter,Chlorpyrifos,100
189,wheat,black,winter,Carbendazim,100
66,rice,red,rainy,Mancozeb,68
259,rice,red,rainy,Carbendazim,92
240,rice,black,winter,Copper Sulfate,83
431,wheat,black,winter,Glyphosate,75
275,rice,red,summer,Carbendazim,72
440,wheat,black,winter,Glyphosate,75
340,rice,red,winter,Carbendazim,42
260,rice,red,rainy,Glyphosate,90
70,wheat,black,summer,Deltamethrin,70
120,rice,black,winter,Copper Sulfate,83
400,rice,red,rainy,Copper Sulfate,58
338,rice,red,rainy,Glyphosate,60
317,wheat,black,rainy,Imidacloprid,65
217,wheat,black,winter,Chlorpyrifos,100
91,rice,red,summer,Deltamethrin,55
318,rice,black,summer,Mancozeb,63
321,rice,black,rainy,Carbendazim,77
372,rice,red,rainy,Imidacloprid,70
489,wheat,black,rainy,Copper Sulfate,53
134,rice,red,winter,Chlorpyrifos,75
414,wheat,red,rainy,Carbendazim,42
351,wheat,black,winter,Copper Sulfate,73
100,wheat,red,summer,Chlorpyrifos,75
314,wheat,black,summer,Carbendazim,57
278,wheat,red,winter,Glyphosate,90
251,wheat,black,summer,Mancozeb,93
162,rice,black,winter,Carbendazim,87
490,wheat,red,summer,Mancozeb,48
92,wheat,red,winter,Carbendazim,62
492,wheat,black,winter,Chlorpyrifos,80
422,rice,red,rainy,Chlorpyrifos,65
365,wheat,black,winter,Mancozeb,83
107,wheat,black,summer,Carbendazim,87
170,wheat,black,summer,Deltamethrin,100
469,wheat,red,winter,Imidacloprid,70
430,rice,red,rainy,Chlorpyrifos,65
207,wheat,red,rainy,Imidacloprid,80
236,rice,red,rainy,Copper Sulfate,88
185,wheat,black,winter,Carbendazim,100
480,rice,black,rainy,Imidacloprid,85
244,rice,black,summer,Copper Sulfate,83
450,wheat,black,winter,Chlorpyrifos,80
354,wheat,black,summer,Copper Sulfate,53
247,wheat,black,summer,Mancozeb,93
84,wheat,red,rainy,Chlorpyrifos,45
306,wheat,black,summer,Chlorpyrifos,60
496,wheat,black,rainy,Imidacloprid,65
264,wheat,red,rainy,Copper Sulfate,68
431,rice,black,winter,Carbendazim,57
115,wheat,red,summer,Copper Sulfate,68
399,rice,red,winter,Deltamethrin,55
166,rice,black,winter,Deltamethrin,100
367,rice,red,summer,Chlorpyrifos,45
65,rice,red,winter,Mancozeb,48
172,wheat,red,winter,Carbendazim,92
497,rice,black,summer,Copper Sulfate,53
172,wheat,black,summer,Deltamethrin,100
387,wheat,black,winter,Chlorpyrifos,80
295,wheat,red,winter,Deltamethrin,100
499,rice,red,rainy,Glyphosate,60
78,rice,black,summer,Mancozeb,63
431,wheat,black,winter,Chlorpyrifos,80
308,rice,red,summer,Copper Sulfate,38
286,wheat,black,rainy,Chlorpyrifos,90
473,wheat,red,winter,Glyphosate,60
51,wheat,black,summer,Deltamethrin,70
191,rice,black,winter,Glyphosate,85
157,rice,black,rainy,Deltamethrin,100
158,rice,red,winter,Mancozeb,78
142,wheat,black,summer,Imidacloprid,95
257,wheat,black,summer,Deltamethrin,100
281,wheat,red,winter,Glyphosate,90
62,wheat,black,winter,Glyphosate,75
275,rice,red,summer,Carbendazim,72
328,rice,black,summer,Imidacloprid,65
409,rice,red,summer,Deltamethrin,55
112,wheat,red,summer,Imidacloprid,80
90,wheat,red,winter,Imidacloprid,70
272,wheat,red,winter,Deltamethrin,100
82,wheat,red,summer,Copper Sulfate,38
300,wheat,red,rainy,Deltamethrin,85
67,wheat,red,summer,Glyphosate,40
57,rice,black,rainy,Chlorpyrifos,80
441,wheat,black,winter,Carbendazim,77
53,rice,red,summer,Mancozeb,48
461,rice,red,summer,Chlorpyrifos,45
427,rice,red,winter,Imidacloprid,50
206,wheat,red,winter,Chlorpyrifos,95
234,wheat,red,rainy,Chlorpyrifos,75
474,rice,red,summer,Deltamethrin,55
88,wheat,black,winter,Mancozeb,83
442,wheat,red,rainy,Chlorpyrifos,45
420,rice,red,summer,Mancozeb,48
348,wheat,red,winter,Chlorpyrifos,65
396,wheat,red,rainy,Carbendazim,42
61,wheat,red,summer,Mancozeb,48
140,wheat,black,rainy,Carbendazim,87
321,rice,red,rainy,Glyphosate,60
357,wheat,black,winter,Carbendazim,77
262,wheat,red,rainy,Deltamethrin,85
297,rice,red,rainy,Glyphosate,90
176,wheat,red,winter,Mancozeb,98
57,wheat,black,rainy,Deltamethrin,70
213,wheat,red,summer,Chlorpyrifos,75
405,rice,black,summer,Copper Sulfate,53
193,wheat,red,summer,Carbendazim,72
373,wheat,black,winter,Carbendazim,77
453,rice,black,winter,Copper Sulfate,53
311,rice,black,rainy,Carbendazim,77
380,wheat,red,summer,Mancozeb,48
108,rice,black,summer,Imidacloprid,95
480,rice,red,winter,Chlorpyrifos,45
388,wheat,black,summer,Deltamethrin,70
467,rice,black,summer,Mancozeb,63
352,rice,red,winter,Glyphosate,40
162,wheat,black,winter,Mancozeb,100
342,rice,black,rainy,Carbendazim,77
145,wheat,black,summer,Deltamethrin,100
97,rice,red,summer,Deltamethrin,55
233,rice,black,rainy,Chlorpyrifos,100
442,wheat,red,summer,Deltamethrin,55
375,wheat,black,rainy,Chlorpyrifos,60
380,rice,red,rainy,Mancozeb,68
450,rice,black,winter,Mancozeb,63
75,wheat,black,summer,Chlorpyrifos,60
456,rice,black,winter,Deltamethrin,70
273,rice,red,winter,Imidacloprid,80
391,rice,red,rainy,Imidacloprid,70
420,wheat,red,rainy,Carbendazim,42
92,wheat,black,rainy,Carbendazim,57
297,rice,red,winter,Mancozeb,78
262,rice,black,summer,Deltamethrin,100
392,wheat,red,rainy,Deltamethrin,55
440,wheat,red,summer,Carbendazim,42
340,rice,red,summer,Deltamethrin,55
85,rice,red,rainy,Deltamethrin,75
261,wheat,red,summer,Carbendazim,72
203,wheat,black,summer,Carbendazim,87
263,wheat,red,winter,Glyphosate,90
71,rice,black,summer,Glyphosate,55
441,wheat,black,rainy,Glyphosate,55
97,rice,black,winter,Deltamethrin,70
139,wheat,red,rainy,Mancozeb,78
493,rice,black,summer,Copper Sulfate,53
487,wheat,black,winter,Deltamethrin,90
275,wheat,black,winter,Deltamethrin,100
240,rice,red,summer,Carbendazim,72
243,wheat,black,summer,Mancozeb,93
325,rice,red,summer,Copper Sulfate,38
327,wheat,black,summer,Chlorpyrifos,60
243,rice,red,summer,Carbendazim,72
299,rice,black,summer,Chlorpyrifos,90
263,wheat,black,winter,Carbendazim,100
132,wheat,red,rainy,Imidacloprid,80
395,rice,red,rainy,Carbendazim,62
416,wheat,black,rainy,Deltamethrin,70
110,rice,black,rainy,Deltamethrin,100
489,wheat,red,summer,Glyphosate,40
420,wheat,black,rainy,Imidacloprid,65
271,rice,black,winter,Mancozeb,93
173,wheat,red,summer,Imidacloprid,80
250,wheat,black,rainy,Imidacloprid,95
490,rice,black,summer,Copper Sulfate,53
301,rice,red,rainy,Carbendazim,62
133,rice,black,rainy,Deltamethrin,100
467,wheat,red,summer,Carbendazim,42
205,rice,red,winter,Glyphosate,70
319,wheat,red,winter,Imidacloprid,70
138,wheat,red,rainy,Glyphosate,70
259,wheat,red,summer,Copper Sulfate,68
457,wheat,black,rainy,Copper Sulfate,53
267,wheat,red,summer,Carbendazim,72
242,wheat,red,summer,Copper Sulfate,68
440,wheat,red,winter,Glyphosate,60
496,rice,black,rainy,Imidacloprid,85
433,wheat,red,summer,Chlorpyrifos,45
498,rice,black,winter,Glyphosate,55
242,rice,red,winter,Chlorpyrifos,75
86,rice,black,summer,Chlorpyrifos,60
326,rice,black,rainy,Chlorpyrifos,80
57,wheat,red,rainy,Chlorpyrifos,45
404,wheat,red,rainy,Deltamethrin,55
106,rice,red,rainy,Copper Sulfate,88
224,rice,black,summer,Glyphosate,85
394,wheat,black,winter,Carbendazim,77
218,rice,red,rainy,Deltamethrin,100
467,wheat,red,winter,Mancozeb,68
282,rice,red,winter,Glyphosate,70
242,rice,black,winter,Imidacloprid,95
315,wheat,red,rainy,Imidacloprid,50
221,wheat,red,summer,Mancozeb,78
293,rice,red,summer,Glyphosate,70
403,rice,black,summer,Copper Sulfate,53
281,wheat,black,summer,Copper Sulfate,83
314,rice,black,rainy,Imidacloprid,85
216,wheat,red,summer,Glyphosate,70
312,wheat,red,winter,Copper Sulfate,58
259,rice,black,rainy,Imidacloprid,100
303,rice,black,summer,Chlorpyrifos,60
274,wheat,black,rainy,Carbendazim,87
425,wheat,red,summer,Mancozeb,48
269,rice,black,rainy,Glyphosate,100
486,rice,black,winter,Chlorpyrifos,60
298,wheat,black,summer,Glyphosate,85
285,wheat,red,summer,Carbendazim,72
292,wheat,black,summer,Imidacloprid,95
454,wheat,black,winter,Carbendazim,77
325,wheat,black,winter,Imidacloprid,85
379,rice,black,winter,Carbendazim,57
255,rice,black,rainy,Carbendazim,100
491,wheat,red,summer,Imidacloprid,50
96,wheat,black,winter,Mancozeb,83
150,wheat,black,rainy,Deltamethrin,100
362,rice,red,summer,Glyphosate,40
384,wheat,black,rainy,Imidacloprid,65
178,wheat,black,rainy,Mancozeb,93
372,wheat,red,winter,Imidacloprid,70
136,rice,black,rainy,Glyphosate,100
92,rice,red,rainy,Deltamethrin,75
269,rice,black,winter,Mancozeb,93
391,rice,black,summer,Mancozeb,63
405,wheat,black,summer,Imidacloprid,65
340,wheat,black,rainy,Imidacloprid,65
432,wheat,red,summer,Chlorpyrifos,45
75,rice,red,winter,Carbendazim,42
307,wheat,black,summer,Carbendazim,57
457,rice,black,summer,Glyphosate,55
498,wheat,black,summer,Deltamethrin,70
432,rice,red,rainy,Copper Sulfate,58
183,wheat,red,rainy,Copper Sulfate,68
448,wheat,black,winter,Imidacloprid,85
186,wheat,red,rainy,Imidacloprid,80
207,rice,red,rainy,Deltamethrin,100
280,rice,red,winter,Mancozeb,78
131,rice,black,winter,Chlorpyrifos,90
226,wheat,red,winter,Mancozeb,98
102,wheat,red,rainy,Copper Sulfate,68
252,rice,red,winter,Copper Sulfate,68
249,wheat,red,summer,Chlorpyrifos,75
297,rice,black,rainy,Imidacloprid,100
111,wheat,red,rainy,Glyphosate,70
239,wheat,red,winter,Copper Sulfate,88
165,rice,red,summer,Copper Sulfate,68
220,wheat,black,winter,Deltamethrin,100
201,rice,red,summer,Copper Sulfate,68
176,rice,red,winter,Mancozeb,78
166,wheat,red,summer,Imidacloprid,80
426,wheat,black,rainy,Copper Sulfate,53
452,wheat,red,summer,Glyphosate,40
156,wheat,red,summer,Deltamethrin,85
425,wheat,black,rainy,Deltamethrin,70
364,wheat,red,summer,Mancozeb,48
59,rice,black,summer,Chlorpyrifos,60
217,rice,black,summer,Chlorpyrifos,90
423,wheat,red,winter,Chlorpyrifos,65
170,rice,black,summer,Imidacloprid,95
70,rice,red,winter,Carbendazim,42
187,wheat,black,winter,Carbendazim,100
114,wheat,black,rainy,Copper Sulfate,83
189,wheat,black,winter,Mancozeb,100
390,rice,red,winter,Glyphosate,40
68,rice,red,rainy,Mancozeb,68
452,rice,black,winter,Carbendazim,57
390,wheat,red,winter,Mancozeb,68
168,rice,black,winter,Mancozeb,93
64,rice,black,summer,Mancozeb,63
374,wheat,black,rainy,Carbendazim,57
150,rice,black,summer,Carbendazim,87
443,rice,red,winter,Copper Sulfate,38
360,wheat,red,rainy,Carbendazim,42
239,wheat,black,rainy,Imidacloprid,95
433,wheat,black,rainy,Carbendazim,57
394,rice,red,winter,Carbendazim,42
442,wheat,red,rainy,Copper Sulfate,38
119,wheat,black,rainy,Deltamethrin,100
368,rice,black,rainy,Imidacloprid,85
422,wheat,red,winter,Deltamethrin,75
78,wheat,red,summer,Mancozeb,48
385,wheat,red,summer,Copper Sulfate,38
177,wheat,red,winter,Deltamethrin,100
231,rice,black,rainy,Imidacloprid,100
499,rice,black,rainy,Mancozeb,83
236,rice,red,summer,Deltamethrin,85
216,wheat,red,rainy,Carbendazim,72
271,wheat,red,rainy,Imidacloprid,80
272,rice,black,winter,Chlorpyrifos,90
108,wheat,red,winter,Chlorpyrifos,95
372,wheat,black,winter,Deltamethrin,90
127,rice,red,winter,Glyphosate,70
491,rice,black,summer,Copper Sulfate,53
394,wheat,red,rainy,Copper Sulfate,38
463,rice,red,rainy,Chlorpyrifos,65
206,rice,black,rainy,Mancozeb,100
198,rice,black,winter,Carbendazim,87
400,wheat,black,winter,Chlorpyrifos,80
171,wheat,black,winter,Chlorpyrifos,100
168,rice,black,winter,Mancozeb,93
65,rice,red,winter,Deltamethrin,55
408,rice,red,winter,Glyphosate,40
359,rice,red,winter,Deltamethrin,55
276,wheat,red,summer,Imidacloprid,80
178,wheat,red,rainy,Imidacloprid,80
118,rice,red,summer,Deltamethrin,85
168,rice,red,rainy,Glyphosate,90
490,rice,black,winter,Carbendazim,57
202,rice,red,winter,Carbendazim,72
308,wheat,red,winter,Copper Sulfate,58
451,wheat,black,summer,Chlorpyrifos,60
227,wheat,red,rainy,Deltamethrin,85
284,wheat,black,winter,Copper Sulfate,100
401,rice,red,rainy,Glyphosate,60
379,wheat,red,winter,Chlorpyrifos,65
357,wheat,red,winter,Chlorpyrifos,65
478,rice,red,winter,Mancozeb,48
175,rice,black,winter,Carbendazim,87
422,wheat,red,rainy,Mancozeb,48
392,rice,black,winter,Glyphosate,55
215,rice,black,summer,Carbendazim,87
252,wheat,black,winter,Glyphosate,100
462,rice,red,winter,Chlorpyrifos,45
173,wheat,red,winter,Deltamethrin,100
486,wheat,black,winter,Chlorpyrifos,80
332,rice,black,rainy,Glyphosate,75
56,rice,black,winter,Mancozeb,63
417,wheat,red,rainy,Mancozeb,48
468,rice,red,winter,Mancozeb,48
102,rice,black,winter,Chlorpyrifos,90
225,wheat,red,rainy,Mancozeb,78
458,rice,black,winter,Chlorpyrifos,60
320,wheat,red,rainy,Glyphosate,40
76,wheat,red,rainy,Mancozeb,48
180,rice,red,winter,Glyphosate,70
334,wheat,black,summer,Copper Sulfate,53
428,wheat,black,winter,Copper Sulfate,73
392,rice,red,rainy,Deltamethrin,75
436,wheat,black,rainy,Glyphosate,55
240,wheat,red,rainy,Imidacloprid,80
265,rice,red,winter,Mancozeb,78
167,wheat,red,summer,Deltamethrin,85
354,rice,black,rainy,Carbendazim,77
456,rice,red,rainy,Copper Sulfate,58
225,wheat,black,winter,Mancozeb,100
145,wheat,black,winter,Copper Sulfate,100
441,rice,black,summer,Chlorpyrifos,60
458,rice,red,summer,Imidacloprid,50
440,wheat,red,winter,Glyphosate,60
453,rice,red,summer,Glyphosate,40
218,rice,black,rainy,Glyphosate,100
76,wheat,red,winter,Glyphosate,60
127,rice,red,winter,Copper Sulfate,68
87,rice,black,winter,Mancozeb,63
263,rice,black,summer,Chlorpyrifos,90
385,rice,black,summer,Mancozeb,63
275,rice,black,winter,Copper Sulfate,83
274,rice,black,summer,Carbendazim,87
485,wheat,red,summer,Mancozeb,48
455,wheat,red,rainy,Deltamethrin,55
235,wheat,black,rainy,Copper Sulfate,83
457,rice,black,rainy,Copper Sulfate,73
355,wheat,red,summer,Glyphosate,40
101,wheat,black,rainy,Glyphosate,85
498,rice,black,rainy,Chlorpyrifos,80
281,rice,black,summer,Carbendazim,87
414,rice,black,rainy,Chlorpyrifos,80
479,rice,black,rainy,Glyphosate,75
339,wheat,red,rainy,Carbendazim,42
209,rice,red,winter,Imidacloprid,80
483,wheat,black,winter,Deltamethrin,90
255,rice,red,summer,Copper Sulfate,68
53,rice,black,winter,Copper Sulfate,53
318,rice,red,winter,Copper Sulfate,38
345,wheat,black,winter,Carbendazim,77
454,rice,red,rainy,Glyphosate,60
124,wheat,red,summer,Imidacloprid,80
85,wheat,red,winter,Imidacloprid,70
230,rice,black,winter,Deltamethrin,100
414,rice,black,summer,Carbendazim,57
98,rice,black,rainy,Deltamethrin,90
443,wheat,red,winter,Imidacloprid,70
475,wheat,black,rainy,Chlorpyrifos,60
152,wheat,black,summer,Deltamethrin,100
216,rice,black,rainy,Copper Sulfate,100
146,wheat,red,winter,Carbendazim,92
256,rice,red,winter,Copper Sulfate,68
112,rice,red,winter,Deltamethrin,85
335,wheat,red,winter,Mancozeb,68
370,rice,black,rainy,Copper Sulfate,73
248,wheat,black,rainy,Carbendazim,87
310,wheat,red,summer,Chlorpyrifos,45
60,rice,black,rainy,Chlorpyrifos,80
251,wheat,red,winter,Copper Sulfate,88
319,wheat,black,rainy,Carbendazim,57
474,wheat,red,rainy,Chlorpyrifos,45
206,wheat,black,summer,Imidacloprid,95
176,rice,black,winter,Chlorpyrifos,90
379,rice,black,winter,Imidacloprid,65
293,rice,black,rainy,Carbendazim,100
121,rice,red,summer,Glyphosate,70
